"Jaar","Maand","Weg/knoop","Segment","Uur","Aantal voertuigen"
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",7,1339
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",8,993
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",9,674
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",10,619
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",11,665
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",12,781
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",13,952
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",14,816
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",15,863
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",16,1068
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",17,1182
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",18,963
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",19,620
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",20,471
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",21,448
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",22,324
2015,1,"R1, binnenring Antwerpen (ring 1)","complex St. Anna/Linkeroever richting Ring 1",23,199
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",0,178
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",1,115
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",2,78
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",3,72
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",4,95
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",5,354
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",6,891
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",7,1389
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",8,1401
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",9,1058
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",10,873
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",11,948
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",12,1112
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",13,1252
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",14,1399
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",15,1587
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",16,1988
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",17,1839
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",18,1459
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",19,921
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",20,614
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",21,601
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",22,533
