"Jaar","Maand","Weg/knoop","Segment","Uur","Aantal voertuigen"
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",20,101
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",21,53
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",22,27
2015,1,"R1, buitenring Antwerpen (ring 2)","van St. Anna/Linkeroever tot Antwerpen-West richting Ring 2",23,19
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",0,16
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",1,15
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",2,22
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",3,40
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",4,74
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",5,145
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",6,243
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",7,273
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",8,266
2015,1,"R1, buitenring Antwerpen (ring 2)","complex St. Anna/Linkeroever richting Ring 2",9,361
